Type and size of medical resources - Pharmacies,Data Domain,Total number of care centers,Existence of nearby care centers - exists,Existence of health resources - exists,Town,Total number of first aid centers,Type and size of medical resources - Medical Centers,refArea,Observation URI,Percentage of towns with special needs indiciduals - Without special needs,Type and size of medical resources - Hospitals,Percentage of towns with special needs indiciduals - With special needs,publisher,Type and size of medical resources - Clinics,dataset,Existence of special needs care centers - exists,Type and size of medical resources - Labs and Radiology ,Existence of special needs care centers - does not exist,references,Existence of a first aid center - exists
2,,2,1,1,Borj En-Naqoura,0,0,http://dbpedia.org/resource/Tyre_District,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Resources-Borj+En-Naqoura,0,0,1,Impact Open Data,1,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Resources-Lebanon-2023,0,0,1,https://impact.cib.gov.lb/home#open_data_section,0
0,,0,0,0,Borj Rahhal,0,0,http://dbpedia.org/resource/Tyre_District,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Resources-Borj+Rahhal,0,0,1,Impact Open Data,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Resources-Lebanon-2023,0,0,1,https://impact.cib.gov.lb/home#open_data_section,0
0,,0,0,0,Borj qalaouiyeh,0,0,http://dbpedia.org/resource/Bint_Jbeil_District,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Resources-Borj+qalaouiyeh,0,0,0,Impact Open Data,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Resources-Lebanon-2023,0,0,0,https://impact.cib.gov.lb/home#open_data_section,0
0,,0,0,0,Botmeh,0,0,https://dbpedia.org/page/Mount_Lebanon_Governorate,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Resources-Botmeh,0,0,1,Impact Open Data,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Resources-Lebanon-2023,0,0,1,https://impact.cib.gov.lb/home#open_data_section,0
0,,2,1,0,Bouaida,2,0,http://dbpedia.org/resource/Marjeyoun_District,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Resources-Bouaida,0,0,1,Impact Open Data,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Resources-Lebanon-2023,0,0,1,https://impact.cib.gov.lb/home#open_data_section,1
3,,0,0,1,Bouar,0,0,http://dbpedia.org/resource/Keserwan_District,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Resources-Bouar,0,1,1,Impact Open Data,2,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Resources-Lebanon-2023,0,0,1,https://impact.cib.gov.lb/home#open_data_section,0
0,,5,1,0,Bouarej,5,0,http://dbpedia.org/resource/ZahlÃ©_District,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Resources-Bouarej,0,0,1,Impact Open Data,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Resources-Lebanon-2023,0,0,1,https://impact.cib.gov.lb/home#open_data_section,1
0,,0,0,0,Boulhos,0,0,http://dbpedia.org/resource/Byblos_District,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Resources-Boulhos,0,0,0,Impact Open Data,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Resources-Lebanon-2023,0,0,0,https://impact.cib.gov.lb/home#open_data_section,0
0,,0,0,0,Bourj El Arab,0,0,https://dbpedia.org/page/Akkar_Governorate,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Resources-Bourj+El+Arab,0,0,1,Impact Open Data,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Resources-Lebanon-2023,0,0,1,https://impact.cib.gov.lb/home#open_data_section,0
42,,2,1,1,Bourj El-Brajneh,1,2,http://dbpedia.org/resource/Baabda_District,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Resources-Bourj+El-Brajneh,0,2,1,Impact Open Data,4,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Resources-Lebanon-2023,1,3,0,https://impact.cib.gov.lb/home#open_data_section,1
0,,0,0,0,Bourj Hammoud,0,0,http://dbpedia.org/resource/Matn_District,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Resources-Bourj+Hammoud,0,0,0,Impact Open Data,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Resources-Lebanon-2023,0,0,0,https://impact.cib.gov.lb/home#open_data_section,0
0,,1,1,0,Bourjein,2,0,https://dbpedia.org/page/Mount_Lebanon_Governorate,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Resources-Bourjein,0,0,1,Impact Open Data,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Resources-Lebanon-2023,0,0,1,https://impact.cib.gov.lb/home#open_data_section,1
0,,0,0,0,Boussit,0,0,http://dbpedia.org/resource/Zgharta_District,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Resources-Boussit,1,0,0,Impact Open Data,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Resources-Lebanon-2023,0,0,1,https://impact.cib.gov.lb/home#open_data_section,0
0,,0,1,0,Boustane,0,0,http://dbpedia.org/resource/Tyre_District,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Resources-Boustane,0,0,1,Impact Open Data,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Resources-Lebanon-2023,0,0,1,https://impact.cib.gov.lb/home#open_data_section,0
0,,0,0,0,Boustane Heresh,0,0,https://dbpedia.org/page/Akkar_Governorate,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Resources-Boustane+Heresh,0,0,1,Impact Open Data,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Resources-Lebanon-2023,0,0,1,https://impact.cib.gov.lb/home#open_data_section,0
0,,0,0,0,Boutchay,0,0,http://dbpedia.org/resource/Baabda_District,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Resources-Boutchay,0,0,1,Impact Open Data,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Resources-Lebanon-2023,0,0,1,https://impact.cib.gov.lb/home#open_data_section,0
0,,0,0,0,Bqaa Kafra,1,0,http://dbpedia.org/resource/Bsharri_District,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Resources-Bqaa+Kafra,0,0,1,Impact Open Data,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Resources-Lebanon-2023,0,0,1,https://impact.cib.gov.lb/home#open_data_section,1
0,,1,1,0,Bqaa Sefrine,1,0,http://dbpedia.org/resource/MiniyehâDanniyeh_District,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Resources-Bqaa+Sefrine,0,0,1,Impact Open Data,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Resources-Lebanon-2023,0,0,1,https://impact.cib.gov.lb/home#open_data_section,1
0,,2,1,0,Bqaatouta,0,0,http://dbpedia.org/resource/Keserwan_District,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Resources-Bqaatouta,0,0,1,Impact Open Data,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Resources-Lebanon-2023,0,0,1,https://impact.cib.gov.lb/home#open_data_section,0
0,,0,0,0,Bqarsouna,0,0,http://dbpedia.org/resource/MiniyehâDanniyeh_District,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Resources-Bqarsouna,0,0,0,Impact Open Data,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Resources-Lebanon-2023,0,0,0,https://impact.cib.gov.lb/home#open_data_section,0
5,,0,0,1,Bqerqacha,1,0,http://dbpedia.org/resource/Bsharri_District,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Resources-Bqerqacha,0,1,1,Impact Open Data,1,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Resources-Lebanon-2023,0,0,1,https://impact.cib.gov.lb/home#open_data_section,1
0,,1,1,0,Bqerzla,1,0,https://dbpedia.org/page/Akkar_Governorate,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Resources-Bqerzla,0,0,1,Impact Open Data,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Resources-Lebanon-2023,0,0,1,https://impact.cib.gov.lb/home#open_data_section,1
0,,1,1,0,Bqosta,0,0,http://dbpedia.org/resource/Sidon_District,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Resources-Bqosta,0,0,1,Impact Open Data,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Resources-Lebanon-2023,0,0,1,https://impact.cib.gov.lb/home#open_data_section,0
3,,1,1,1,Braiqeaa,1,0,https://dbpedia.org/page/Nabatieh_Governorate,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Resources-Braiqeaa,0,0,1,Impact Open Data,1,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Resources-Lebanon-2023,0,0,1,https://impact.cib.gov.lb/home#open_data_section,0
0,,0,1,0,Bramiyeh,2,0,http://dbpedia.org/resource/Sidon_District,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Resources-Bramiyeh,0,0,1,Impact Open Data,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Resources-Lebanon-2023,0,0,1,https://impact.cib.gov.lb/home#open_data_section,1
0,,0,0,0,Breissat,0,0,http://dbpedia.org/resource/Bsharri_District,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Resources-Breissat,0,0,1,Impact Open Data,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Resources-Lebanon-2023,0,0,1,https://impact.cib.gov.lb/home#open_data_section,0
0,,3,1,1,Brih,1,0,https://dbpedia.org/page/Mount_Lebanon_Governorate,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Resources-Brih,0,0,1,Impact Open Data,1,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Resources-Lebanon-2023,0,0,1,https://impact.cib.gov.lb/home#open_data_section,1
9,,0,0,1,Brital,0,1,https://dbpedia.org/page/Baalbek-Hermel_Governorate,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Resources-Brital,0,0,1,Impact Open Data,2,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Resources-Lebanon-2023,0,0,1,https://impact.cib.gov.lb/home#open_data_section,0
0,,0,0,0,Broummana El-Matn,0,0,http://dbpedia.org/resource/Matn_District,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Resources-Broummana+El-Matn,0,0,0,Impact Open Data,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Resources-Lebanon-2023,0,0,0,https://impact.cib.gov.lb/home#open_data_section,0
0,,0,0,0,Bsaba Baabda,0,0,http://dbpedia.org/resource/Baabda_District,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Resources-Bsaba+Baabda,0,0,1,Impact Open Data,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Resources-Lebanon-2023,0,0,1,https://impact.cib.gov.lb/home#open_data_section,0
0,,0,0,1,Bsaba Ech-Chouf,0,0,https://dbpedia.org/page/Mount_Lebanon_Governorate,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Resources-Bsaba+Ech-Chouf,0,0,1,Impact Open Data,1,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Resources-Lebanon-2023,0,0,1,https://impact.cib.gov.lb/home#open_data_section,0
10,,0,0,1,Bsalim,2,0,http://dbpedia.org/resource/Matn_District,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Resources-Bsalim,0,2,1,Impact Open Data,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Resources-Lebanon-2023,1,0,0,https://impact.cib.gov.lb/home#open_data_section,1
0,,0,0,0,Bsalya,0,0,https://dbpedia.org/page/South_Governorate,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Resources-Bsalya,0,0,1,Impact Open Data,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Resources-Lebanon-2023,0,0,1,https://impact.cib.gov.lb/home#open_data_section,0
0,,0,0,0,Bsarma,2,0,https://dbpedia.org/page/North_Governorate,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Resources-Bsarma,0,0,1,Impact Open Data,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Resources-Lebanon-2023,0,0,1,https://impact.cib.gov.lb/home#open_data_section,1
0,,0,0,0,Bsous,0,0,http://dbpedia.org/resource/Aley_District,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Resources-Bsous,0,0,0,Impact Open Data,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Resources-Lebanon-2023,0,0,0,https://impact.cib.gov.lb/home#open_data_section,0
0,,1,1,0,Btaaboura,0,0,https://dbpedia.org/page/North_Governorate,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Resources-Btaaboura,1,0,0,Impact Open Data,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Resources-Lebanon-2023,0,0,1,https://impact.cib.gov.lb/home#open_data_section,0
0,,0,0,0,Btalloun,0,0,http://dbpedia.org/resource/Aley_District,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Resources-Btalloun,1,0,0,Impact Open Data,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Resources-Lebanon-2023,0,0,1,https://impact.cib.gov.lb/home#open_data_section,0
0,,0,0,1,Btater,1,0,http://dbpedia.org/resource/Aley_District,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Resources-Btater,0,0,1,Impact Open Data,1,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Resources-Lebanon-2023,0,0,1,https://impact.cib.gov.lb/home#open_data_section,1
0,,1,1,0,Btedaai,1,0,https://dbpedia.org/page/Baalbek-Hermel_Governorate,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Resources-Btedaai,1,0,0,Impact Open Data,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Resources-Lebanon-2023,0,0,1,https://impact.cib.gov.lb/home#open_data_section,1
0,,0,0,1,Btedine El-Leqch,0,0,https://dbpedia.org/page/South_Governorate,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Resources-Btedine+El-Leqch,0,1,1,Impact Open Data,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Resources-Lebanon-2023,0,0,1,https://impact.cib.gov.lb/home#open_data_section,0
2,,0,0,1,Bteghrine,1,0,http://dbpedia.org/resource/Matn_District,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Resources-Bteghrine,0,0,1,Impact Open Data,1,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Resources-Lebanon-2023,0,0,1,https://impact.cib.gov.lb/home#open_data_section,1
0,,3,1,1,Btekhnay,1,0,http://dbpedia.org/resource/Baabda_District,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Resources-Btekhnay,0,0,1,Impact Open Data,1,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Resources-Lebanon-2023,1,0,0,https://impact.cib.gov.lb/home#open_data_section,1
0,,0,0,1,Btermaz,0,0,http://dbpedia.org/resource/MiniyehâDanniyeh_District,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Resources-Btermaz,0,0,1,Impact Open Data,1,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Resources-Lebanon-2023,0,0,1,https://impact.cib.gov.lb/home#open_data_section,0
0,,0,0,0,Bterram,1,0,https://dbpedia.org/page/North_Governorate,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Resources-Bterram,0,0,1,Impact Open Data,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Resources-Lebanon-2023,0,0,1,https://impact.cib.gov.lb/home#open_data_section,1
2,,0,0,1,Btouratij,0,0,https://dbpedia.org/page/North_Governorate,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Resources-Btouratij,0,1,1,Impact Open Data,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Resources-Lebanon-2023,0,0,1,https://impact.cib.gov.lb/home#open_data_section,0
0,,1,1,0,Byaqout,1,0,http://dbpedia.org/resource/Matn_District,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Resources-Byaqout,0,0,1,Impact Open Data,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Resources-Lebanon-2023,0,0,1,https://impact.cib.gov.lb/home#open_data_section,1
1,,0,0,1,Bzal,2,0,https://dbpedia.org/page/Akkar_Governorate,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Resources-Bzal,0,0,1,Impact Open Data,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Resources-Lebanon-2023,0,0,1,https://impact.cib.gov.lb/home#open_data_section,1
0,,0,0,0,Bziza,1,0,https://dbpedia.org/page/North_Governorate,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Resources-Bziza,0,0,1,Impact Open Data,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Resources-Lebanon-2023,0,0,1,https://impact.cib.gov.lb/home#open_data_section,1
0,,0,0,0,Bzoummar,0,0,http://dbpedia.org/resource/Keserwan_District,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Resources-Bzoummar,0,0,1,Impact Open Data,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Resources-Lebanon-2023,0,0,1,https://impact.cib.gov.lb/home#open_data_section,0
0,,0,0,1,Chaaitiyeh-Malkiyah,0,0,http://dbpedia.org/resource/Tyre_District,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Resources-Chaaitiyeh-Malkiyah,0,0,1,Impact Open Data,1,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Resources-Lebanon-2023,0,0,1,https://impact.cib.gov.lb/home#open_data_section,0
0,,0,0,0,Chaat,0,0,https://dbpedia.org/page/Baalbek-Hermel_Governorate,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Resources-Chaat,0,0,0,Impact Open Data,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Resources-Lebanon-2023,0,0,0,https://impact.cib.gov.lb/home#open_data_section,0
1,,4,1,1,Chadra,2,0,https://dbpedia.org/page/Akkar_Governorate,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Resources-Chadra,0,0,1,Impact Open Data,1,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Resources-Lebanon-2023,0,0,1,https://impact.cib.gov.lb/home#open_data_section,1
0,,0,0,0,Chahtoul,0,0,http://dbpedia.org/resource/Keserwan_District,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Resources-Chahtoul,0,0,0,Impact Open Data,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Resources-Lebanon-2023,0,0,0,https://impact.cib.gov.lb/home#open_data_section,0
0,,0,0,0,Chamaa,0,0,http://dbpedia.org/resource/Tyre_District,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Resources-Chamaa,0,0,0,Impact Open Data,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Resources-Lebanon-2023,0,0,0,https://impact.cib.gov.lb/home#open_data_section,0
0,,0,0,0,Chamate,0,0,http://dbpedia.org/resource/Byblos_District,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Resources-Chamate,0,0,1,Impact Open Data,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Resources-Lebanon-2023,0,0,1,https://impact.cib.gov.lb/home#open_data_section,0
0,,0,0,0,Chanay,0,0,http://dbpedia.org/resource/Aley_District,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Resources-Chanay,0,0,1,Impact Open Data,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Resources-Lebanon-2023,0,0,1,https://impact.cib.gov.lb/home#open_data_section,0
0,,0,0,0,Chane,1,0,https://dbpedia.org/page/Akkar_Governorate,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Resources-Chane,0,0,1,Impact Open Data,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Resources-Lebanon-2023,0,0,1,https://impact.cib.gov.lb/home#open_data_section,1
0,,0,0,0,Chaouiyeh,0,0,http://dbpedia.org/resource/Matn_District,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Resources-Chaouiyeh,0,0,0,Impact Open Data,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Resources-Lebanon-2023,0,0,0,https://impact.cib.gov.lb/home#open_data_section,0
2,,0,0,1,Chaqdouf,0,0,https://dbpedia.org/page/Akkar_Governorate,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Resources-Chaqdouf,0,0,1,Impact Open Data,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Resources-Lebanon-2023,0,0,1,https://impact.cib.gov.lb/home#open_data_section,0
0,,0,0,0,Charbila,0,0,https://dbpedia.org/page/Akkar_Governorate,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Resources-Charbila,0,0,1,Impact Open Data,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Resources-Lebanon-2023,0,0,1,https://impact.cib.gov.lb/home#open_data_section,0
0,,0,0,0,Charbine El-Hermel,0,0,http://dbpedia.org/resource/Hermel_District,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Resources-Charbine+El-Hermel,0,0,1,Impact Open Data,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Resources-Lebanon-2023,0,0,1,https://impact.cib.gov.lb/home#open_data_section,0
1,,0,0,1,Charoun,1,0,http://dbpedia.org/resource/Aley_District,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Resources-Charoun,0,0,1,Impact Open Data,1,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Resources-Lebanon-2023,0,0,1,https://impact.cib.gov.lb/home#open_data_section,1
0,,0,1,0,Charqiyeh,0,0,https://dbpedia.org/page/Nabatieh_Governorate,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Resources-Charqiyeh,0,0,1,Impact Open Data,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Resources-Lebanon-2023,0,0,1,https://impact.cib.gov.lb/home#open_data_section,0
0,,0,0,1,Chartoun,0,0,http://dbpedia.org/resource/Aley_District,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Resources-Chartoun,0,0,1,Impact Open Data,2,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Resources-Lebanon-2023,0,0,1,https://impact.cib.gov.lb/home#open_data_section,0
0,,0,0,1,Chebaa,1,5,http://dbpedia.org/resource/Hasbaya_District,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Resources-Chebaa,0,0,1,Impact Open Data,5,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Resources-Lebanon-2023,0,1,1,https://impact.cib.gov.lb/home#open_data_section,1
0,,2,1,1,Chehabiyeh,0,0,http://dbpedia.org/resource/Tyre_District,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Resources-Chehabiyeh,0,0,1,Impact Open Data,3,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Resources-Lebanon-2023,0,0,1,https://impact.cib.gov.lb/home#open_data_section,0
0,,0,0,0,Chehabiyeh Faour,0,0,http://dbpedia.org/resource/ZahlÃ©_District,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Resources-Chehabiyeh+Faour,0,0,1,Impact Open Data,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Resources-Lebanon-2023,0,0,1,https://impact.cib.gov.lb/home#open_data_section,0
0,,0,0,0,Chehour,0,0,http://dbpedia.org/resource/Tyre_District,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Resources-Chehour,0,0,1,Impact Open Data,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Resources-Lebanon-2023,0,0,1,https://impact.cib.gov.lb/home#open_data_section,0
0,,2,1,0,Cheikh Ayash,0,0,https://dbpedia.org/page/Akkar_Governorate,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Resources-Cheikh+Ayash,0,0,1,Impact Open Data,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Resources-Lebanon-2023,0,0,1,https://impact.cib.gov.lb/home#open_data_section,0
3,,0,0,1,Cheikh Mohammad,0,0,https://dbpedia.org/page/Akkar_Governorate,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Resources-Cheikh+Mohammad,0,1,1,Impact Open Data,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Resources-Lebanon-2023,0,0,1,https://impact.cib.gov.lb/home#open_data_section,0
0,,3,1,0,Cheikh Taba,0,0,https://dbpedia.org/page/Akkar_Governorate,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Resources-Cheikh+Taba,0,0,1,Impact Open Data,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Resources-Lebanon-2023,0,0,1,https://impact.cib.gov.lb/home#open_data_section,0
